model,dataset,device,epochs,train_batch_size,eval_batch_size,train_runtime_seconds,eval_runtime_seconds,extra_metrics_runtime_seconds,vsknn_k,vsknn_sample_size,hit@5,hit@10,ndcg@5,ndcg@10,mrr@5,mrr@10,run_id,status,error_message,runtime_seconds,config_json,logged_at,vstan_k,vstan_sample_size,vstan_position_decay,vstan_idf_weighting,hidden_size,learning_rate,dropout_prob,num_layers,loss_type,train_neg_sample_args
VSTAN,globo_recbole_sample,cuda,1,2048,1024,60.55,126.76,0.0,,,0.1814,0.3405,0.0824,0.134,0.0508,0.0721,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,194.42,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T02:45:49,100.0,500.0,0.1,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,58.66,122.24,0.0,,,0.193,0.3504,0.0902,0.1412,0.0571,0.0782,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,187.79,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T02:48:57,100.0,500.0,0.1,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,60.62,126.73,0.0,,,0.1905,0.3483,0.0877,0.1389,0.0547,0.076,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,194.35,"{""vstan_idf_weighting"": true, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T02:52:12,100.0,500.0,0.2,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,58.5,121.68,0.0,,,0.1974,0.3535,0.0926,0.1431,0.0588,0.0797,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,187.09,"{""vstan_idf_weighting"": false, ""vstan_k"": 100, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T02:55:19,100.0,500.0,0.2,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,65.18,136.91,0.0,,,0.181,0.3391,0.0823,0.1335,0.0507,0.0719,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,209.05,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T02:58:48,200.0,100.0,0.05,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,64.34,135.88,0.0,,,0.1871,0.344,0.087,0.1378,0.0548,0.0758,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,207.41,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T03:02:15,200.0,100.0,0.05,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,65.2,137.06,0.0,,,0.1825,0.3411,0.083,0.1344,0.0512,0.0725,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,209.3,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",2026-05-28T03:05:44,200.0,100.0,0.1,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,64.41,136.01,0.0,,,0.1881,0.346,0.0875,0.1386,0.0552,0.0762,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,207.35,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",2026-05-28T03:09:12,200.0,100.0,0.1,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,65.15,137.28,0.0,,,0.1864,0.3432,0.0848,0.1356,0.0523,0.0733,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,209.4,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T03:12:41,200.0,100.0,0.2,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,64.53,135.58,0.0,,,0.1909,0.3482,0.0888,0.1397,0.056,0.077,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,207.25,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T03:16:08,200.0,100.0,0.2,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,89.34,187.66,0.0,,,0.1872,0.3566,0.0845,0.1393,0.0516,0.0743,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,283.92,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T03:20:52,200.0,250.0,0.05,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,87.6,184.0,0.0,,,0.1908,0.3558,0.0883,0.1418,0.0554,0.0775,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,278.55,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T03:25:31,200.0,250.0,0.05,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,89.72,188.31,0.0,,,0.1897,0.3585,0.0857,0.1403,0.0524,0.075,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,285.07,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T03:30:16,200.0,250.0,0.1,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,88.04,185.05,0.0,,,0.1927,0.3581,0.0891,0.1427,0.0559,0.0781,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,280.04,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T03:34:56,200.0,250.0,0.1,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,91.29,191.39,0.0,,,0.1948,0.3634,0.0882,0.1428,0.0541,0.0766,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,289.82,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T03:39:46,200.0,250.0,0.2,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,89.34,188.35,0.0,,,0.1973,0.362,0.0915,0.1449,0.0575,0.0796,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,284.65,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T03:44:31,200.0,250.0,0.2,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,93.04,194.4,0.0,,,0.1845,0.3573,0.0829,0.1389,0.0504,0.0736,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,294.19,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T03:49:25,200.0,500.0,0.05,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,89.41,188.12,0.0,,,0.197,0.3596,0.0926,0.1452,0.0589,0.0807,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,284.51,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T03:54:09,200.0,500.0,0.05,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,93.07,195.04,0.0,,,0.1907,0.3625,0.0862,0.1418,0.0528,0.0758,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,295.15,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T03:59:04,200.0,500.0,0.1,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,89.77,189.15,0.0,,,0.1989,0.361,0.0936,0.1461,0.0597,0.0814,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,286.12,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T04:03:51,200.0,500.0,0.1,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,94.48,198.07,0.0,,,0.1981,0.3652,0.0913,0.1454,0.057,0.0794,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,299.56,"{""vstan_idf_weighting"": true, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T04:08:50,200.0,500.0,0.2,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,90.68,190.08,0.0,,,0.2026,0.3644,0.0958,0.1482,0.0614,0.0831,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,287.73,"{""vstan_idf_weighting"": false, ""vstan_k"": 200, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T04:13:38,200.0,500.0,0.2,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,65.2,137.14,0.0,,,0.181,0.3391,0.0823,0.1335,0.0507,0.0719,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,209.53,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T04:17:07,500.0,100.0,0.05,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,64.75,135.71,0.0,,,0.1871,0.344,0.087,0.1378,0.0548,0.0758,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",success,,207.41,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 100}",2026-05-28T04:20:35,500.0,100.0,0.05,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,64.97,136.8,0.0,,,0.1825,0.3411,0.083,0.1344,0.0512,0.0725,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,208.86,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",2026-05-28T04:24:04,500.0,100.0,0.1,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,64.37,135.61,0.0,,,0.1881,0.346,0.0875,0.1386,0.0552,0.0762,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",success,,207.18,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 100}",2026-05-28T04:27:31,500.0,100.0,0.1,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,65.13,136.97,0.0,,,0.1864,0.3432,0.0848,0.1356,0.0523,0.0733,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,209.12,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T04:31:00,500.0,100.0,0.2,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,64.36,135.39,0.0,,,0.1909,0.3482,0.0888,0.1397,0.056,0.077,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",success,,206.72,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 100}",2026-05-28T04:34:27,500.0,100.0,0.2,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,137.68,291.6,0.0,,,0.1901,0.3565,0.0862,0.1401,0.0529,0.0753,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,436.43,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T04:41:43,500.0,250.0,0.05,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,136.36,288.54,0.0,,,0.1936,0.3571,0.0898,0.1427,0.0564,0.0783,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",success,,431.93,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 250}",2026-05-28T04:48:55,500.0,250.0,0.05,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,138.19,291.71,0.0,,,0.1921,0.3597,0.0871,0.1413,0.0535,0.0759,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,436.62,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T04:56:12,500.0,250.0,0.1,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,136.39,288.49,0.0,,,0.1948,0.3591,0.0904,0.1436,0.0568,0.0789,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",success,,431.91,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 250}",2026-05-28T05:03:24,500.0,250.0,0.1,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,137.78,292.15,0.0,,,0.1948,0.3642,0.0884,0.1433,0.0544,0.0771,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,436.88,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T05:10:41,500.0,250.0,0.2,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,136.37,288.86,0.0,,,0.1978,0.3627,0.0918,0.1452,0.0577,0.0798,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",success,,432.19,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 250}",2026-05-28T05:17:53,500.0,250.0,0.2,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,251.29,533.49,0.0,,,0.1921,0.3652,0.0871,0.1431,0.0535,0.0766,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,791.81,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T05:31:05,500.0,500.0,0.05,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,248.55,527.55,0.0,,,0.1951,0.3626,0.0906,0.1448,0.057,0.0794,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",success,,783.3,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.05, ""vstan_sample_size"": 500}",2026-05-28T05:44:08,500.0,500.0,0.05,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,251.23,533.2,0.0,,,0.1943,0.3683,0.0881,0.1444,0.0541,0.0773,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,791.63,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T05:57:20,500.0,500.0,0.1,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,248.27,527.76,0.0,,,0.1966,0.3654,0.0912,0.1458,0.0573,0.0798,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",success,,783.02,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.1, ""vstan_sample_size"": 500}",2026-05-28T06:10:23,500.0,500.0,0.1,False,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,251.47,533.12,0.0,,,0.1975,0.3709,0.0895,0.1457,0.055,0.0782,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,791.8,"{""vstan_idf_weighting"": true, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T06:23:34,500.0,500.0,0.2,True,,,,,,
VSTAN,globo_recbole_sample,cuda,1,2048,1024,248.68,527.67,0.0,,,0.2,0.3696,0.0927,0.1475,0.0582,0.0809,"globo_recbole_sample::VSTAN::{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",success,,783.41,"{""vstan_idf_weighting"": false, ""vstan_k"": 500, ""vstan_position_decay"": 0.2, ""vstan_sample_size"": 500}",2026-05-28T06:36:38,500.0,500.0,0.2,False,,,,,,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.75,0.24,0.0,,,0.1855,0.276,0.1179,0.1471,0.0958,0.1078,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.51,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:36:53,,,,,100.0,0.001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.1,0.25,0.0,,,0.2439,0.3622,0.1603,0.1984,0.1329,0.1485,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,24.94,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:37:18,,,,,100.0,0.001,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.52,0.25,0.0,,,0.2091,0.3195,0.1341,0.1697,0.1096,0.1241,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.51,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:37:34,,,,,100.0,0.001,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.08,0.27,0.0,,,0.2424,0.3612,0.1595,0.1978,0.1323,0.1481,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,24.8,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:37:59,,,,,100.0,0.001,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.64,0.25,0.0,,,0.0333,0.0634,0.022,0.0316,0.0184,0.0222,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.42,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:38:14,,,,,100.0,0.0005,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.24,0.25,0.0,,,0.2161,0.3249,0.1368,0.1718,0.1108,0.1251,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.3,"{""dropout_prob"": 0.1, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:38:39,,,,,100.0,0.0005,0.1,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.67,0.25,0.0,,,0.0337,0.0641,0.0222,0.0319,0.0185,0.0224,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.33,"{""dropout_prob"": 0.2, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:38:55,,,,,100.0,0.0005,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,20,2048,2048,19.36,0.25,0.0,,,0.2064,0.3119,0.131,0.165,0.1063,0.1202,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,25.36,"{""dropout_prob"": 0.2, ""epochs"": 20, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0005, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:39:20,,,,,100.0,0.0005,0.2,1.0,CE,
GRU4Rec,globo_recbole_sample,cuda,10,2048,2048,9.83,0.25,0.0,,,0.0335,0.0567,0.0221,0.0295,0.0183,0.0214,"globo_recbole_sample::GRU4Rec::{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",success,,15.61,"{""dropout_prob"": 0.1, ""epochs"": 10, ""eval_batch_size"": 2048, ""hidden_size"": 100, ""learning_rate"": 0.0001, ""loss_type"": ""CE"", ""model"": ""GRU4Rec"", ""num_layers"": 1, ""train_batch_size"": 2048, ""train_neg_sample_args"": null}",2026-05-28T06:39:36,,,,,100.0,0.0001,0.1,1.0,CE,
